"veiculo","ano","marca","categoria","sexo_condutor","idade_condutor","estado","valor_sinistro"
"Creta",2007,"Toyota","SUV","Masculino",65,"MT",23520.5366767477
"Gol",2019,"Honda","SUV","Masculino",36,"GO",143555.817742134
"HB20",2024,"Hyundai","Minivan","Feminino",56,"AM",48249.6140475385
"Corolla",2021,"Volkswagen","Perua","Masculino",32,"TO",166271.145624132
"HB20",2023,"Jeep","Sedan","Feminino",28,"PR",122983.684161562
"Fox",2008,"Volkswagen","Perua","Masculino",51,"PI",1882.14686193969
"Creta",2004,"Toyota","Perua","Feminino",21,"RJ",97669.3850121461
"Creta",2007,"Toyota","Esportivo","Masculino",34,"RN",139998.170629051
"Prisma",2021,"Ford","Furgão","Masculino",26,"GO",39285.956779751
"Prisma",2009,"Hyundai","SUV","Masculino",26,"DF",124984.527080925
"Prisma",2008,"Chevrolet","Sedan","Feminino",49,"MT",74014.0951783629
"Gol",2012,"Toyota","Furgão","Feminino",26,"RR",153550.689330045
"Ka",2001,"Chevrolet","SUV","Feminino",48,"SC",7647.79135044664
"Corolla",2001,"Hyundai","Sedan","Masculino",21,"PE",78289.7883326747
"Gol",2018,"Chevrolet","Esportivo","Masculino",33,"RR",107052.163278125
"HB20",2024,"Chevrolet","Minivan","Masculino",43,"MS",61028.3278727904
"Ka",2011,"Honda","Furgão","Feminino",49,"PI",47051.940880972
"Onix",2006,"Volkswagen","Crossover","Masculino",18,"PI",238653.511857893
"Ka",2021,"Chevrolet","Minivan","Feminino",37,"SE",75754.4924643356
"Corolla",2009,"Ford","Perua","Feminino",28,"MT",64040.1760911103
"Onix",2014,"Volkswagen","Sedan","Feminino",31,"AP",180742.179031437
"Ka",2012,"Ford","SUV","Feminino",25,"MS",55976.5381761594
"Corolla",2002,"Hyundai","Crossover","Feminino",54,"MS",47385.1739882957
"Creta",2015,"Ford","Perua","Masculino",52,"RJ",47400.2218279988
"Onix",2019,"Chevrolet","Picape","Masculino",20,"PE",168516.95144414
"Ka",2006,"Ford","Esportivo","Masculino",55,"PB",18943.4819583781
"Prisma",2009,"Ford","Minivan","Masculino",58,"DF",30036.5465312265
"Corolla",2010,"Volkswagen","SUV","Masculino",59,"MG",15107.6107888715
"Creta",2007,"Hyundai","Minivan","Feminino",64,"AP",3488.81859837566
"HB20",2005,"Honda","Minivan","Masculino",64,"SC",37041.6048463434
"Jeep Renegade",2015,"Chevrolet","Crossover","Feminino",46,"PE",63060.3792323032
"Fox",2004,"Honda","Crossover","Feminino",40,"PA",90489.9115749635
"Ka",2022,"Hyundai","Esportivo","Masculino",55,"PR",7723.37238714099
"Gol",2021,"Jeep","Crossover","Masculino",58,"BA",15068.5569373658
"Ka",2004,"Honda","Furgão","Masculino",37,"RO",73225.263360003
"Corolla",2022,"Hyundai","Crossover","Masculino",28,"DF",26695.9988966584
"Jeep Renegade",2024,"Hyundai","Perua","Feminino",23,"SP",263090.514558507
"Corolla",2010,"Chevrolet","Minivan","Masculino",48,"AM",46404.8864591867
"HB20",2000,"Jeep","Sedan","Feminino",29,"AC",74332.0654942421
"HB20",2000,"Chevrolet","SUV","Masculino",29,"RJ",98705.4626076017
"Ka",2012,"Honda","Hatch","Feminino",40,"BA",181944.484198373
"Creta",2016,"Hyundai","Perua","Feminino",34,"ES",109055.670062336
"Creta",2000,"Jeep","Sedan","Masculino",45,"SE",2376.78461794276
"Jeep Renegade",2012,"Toyota","Esportivo","Masculino",38,"TO",16322.1439921064
"Ka",2013,"Volkswagen","Crossover","Feminino",47,"DF",61194.758779509
"Prisma",2018,"Hyundai","Perua","Feminino",47,"TO",17534.9501962541
"Gol",2014,"Volkswagen","Picape","Masculino",59,"CE",26585.2520415559
"Onix",2016,"Toyota","SUV","Masculino",32,"PI",129990.792192891
"Creta",2012,"Volkswagen","Furgão","Feminino",27,"AM",29983.5012772353
"Gol",2016,"Ford","Sedan","Feminino",47,"MA",40709.5271343831
"HB20",2010,"Volkswagen","Furgão","Feminino",22,"SE",189600.473803352
"Prisma",2001,"Honda","SUV","Feminino",62,"MA",36257.684144564
"Gol",2008,"Honda","Hatch","Feminino",33,"PR",85169.4830517052
"Jeep Renegade",2022,"Chevrolet","Hatch","Feminino",47,"MA",63741.011221637
"Ka",2004,"Jeep","Crossover","Masculino",58,"RN",42318.4672881616
"Civic",2006,"Ford","SUV","Feminino",45,"ES",72935.1036176318
"Corolla",2019,"Toyota","SUV","Masculino",20,"MT",178578.522614599
"HB20",2003,"Honda","Perua","Feminino",33,"SE",87643.0402541999
"Jeep Renegade",2008,"Chevrolet","Crossover","Feminino",35,"CE",126072.204504954
"Ka",2016,"Ford","Furgão","Masculino",45,"RO",33012.1235233499
"Prisma",2012,"Volkswagen","Furgão","Feminino",59,"PE",18959.9026509793
"HB20",2014,"Toyota","Minivan","Feminino",62,"CE",10749.3529548869
"Onix",2005,"Volkswagen","Furgão","Feminino",19,"PB",31045.7166185137
"Onix",2010,"Chevrolet","Perua","Feminino",57,"RR",49593.0677543627
"Onix",2024,"Volkswagen","Esportivo","Masculino",33,"ES",135857.10042885
"Corolla",2013,"Toyota","SUV","Masculino",30,"AL",112435.15468433
"Onix",2013,"Hyundai","SUV","Feminino",29,"RS",61078.6356457509
"Ka",2000,"Jeep","Picape","Masculino",63,"RR",21584.0253065107
"HB20",2011,"Volkswagen","Esportivo","Masculino",62,"PE",47363.5782423429
"Ka",2002,"Ford","Sedan","Masculino",18,"AP",59188.6838058941
"Creta",2004,"Ford","SUV","Masculino",34,"MS",126916.376263415
"Fox",2023,"Chevrolet","SUV","Masculino",41,"AP",42662.7079972997
"HB20",2014,"Volkswagen","Crossover","Feminino",65,"PB",28500.7137335604
"Civic",2007,"Honda","Crossover","Feminino",25,"PI",38640.6705309637
"Corolla",2007,"Jeep","Esportivo","Masculino",59,"TO",36633.5278603947
"HB20",2010,"Honda","Furgão","Feminino",34,"RN",115974.835635
"Civic",2008,"Ford","Crossover","Masculino",21,"PE",132488.65065237
"Gol",2003,"Chevrolet","Minivan","Feminino",52,"RR",37765.4197156196
"HB20",2019,"Hyundai","Minivan","Feminino",57,"DF",3613.09011892881
"Creta",2015,"Honda","Furgão","Masculino",60,"AM",46159.7757022129
"Corolla",2002,"Jeep","Minivan","Masculino",23,"RN",227328.361046361
"Civic",2001,"Jeep","Picape","Masculino",25,"BA",299142.475013738
"Jeep Renegade",2018,"Volkswagen","SUV","Masculino",50,"BA",7620.44154033065
"HB20",2016,"Ford","SUV","Feminino",23,"RJ",149299.688104517
"Prisma",2013,"Volkswagen","SUV","Masculino",40,"PA",172960.158890742
"Onix",2022,"Volkswagen","Sedan","Masculino",22,"MS",72012.4971000245
"Jeep Renegade",2015,"Ford","Sedan","Feminino",30,"CE",166534.364968282
"Gol",2013,"Jeep","Sedan","Feminino",23,"AP",212823.991384101
"Fox",2004,"Toyota","Furgão","Feminino",49,"PR",1853.66032898892
"Jeep Renegade",2004,"Jeep","Furgão","Masculino",42,"CE",54219.1567466594
"Prisma",2013,"Ford","Minivan","Masculino",37,"SP",11926.8056325149
"Onix",2023,"Volkswagen","SUV","Feminino",58,"ES",40156.7836032249
"Civic",2012,"Toyota","Minivan","Feminino",26,"PA",138572.964762314
"Creta",2002,"Toyota","Furgão","Masculino",56,"BA",24128.2988711726
"Civic",2008,"Toyota","Hatch","Masculino",35,"RO",42374.8748988146
"Jeep Renegade",2024,"Honda","Perua","Masculino",34,"MA",110508.035940328
"Jeep Renegade",2009,"Toyota","Hatch","Masculino",39,"MA",197743.66160545
"Fox",2005,"Chevrolet","Sedan","Masculino",52,"RS",42226.5345136169
"Gol",2014,"Volkswagen","Furgão","Feminino",37,"RN",146073.005472473
"Civic",2017,"Hyundai","Esportivo","Masculino",42,"CE",71631.718401867
"Onix",2006,"Jeep","Esportivo","Feminino",30,"AP",147026.664717146
"Ka",2022,"Chevrolet","Hatch","Feminino",18,"PA",95958.3921502344
"Ka",2005,"Toyota","Esportivo","Masculino",47,"PE",82687.5144384336
"Ka",2019,"Chevrolet","Perua","Masculino",60,"AC",8850.08429419249
"Ka",2010,"Ford","Perua","Masculino",27,"AM",142041.974250856
"Corolla",2004,"Honda","Perua","Feminino",36,"AL",182588.259130856
"Creta",2020,"Honda","Perua","Feminino",38,"PA",195336.714182585
"Ka",2007,"Volkswagen","Esportivo","Masculino",49,"MS",80486.1243920168
"Prisma",2018,"Toyota","Hatch","Feminino",19,"PR",153451.136343484
"Gol",2016,"Chevrolet","SUV","Feminino",65,"MA",3651.13702572417
"Ka",2019,"Volkswagen","Picape","Masculino",31,"CE",143553.007414006
"Corolla",2007,"Volkswagen","SUV","Masculino",26,"BA",194649.067825032
"Prisma",2003,"Jeep","SUV","Feminino",63,"SP",1907.81302838586
"Fox",2011,"Toyota","Minivan","Masculino",25,"PA",62187.330531422
"Jeep Renegade",2010,"Ford","Furgão","Feminino",29,"RR",177386.36473543
"HB20",2011,"Toyota","Perua","Feminino",19,"PB",241578.925301554
"Onix",2012,"Chevrolet","Hatch","Feminino",41,"SE",40468.4458471602
"Creta",2015,"Honda","Furgão","Masculino",22,"MT",155962.830150523
"Prisma",2005,"Volkswagen","Crossover","Feminino",46,"MS",74230.0892011262
"Jeep Renegade",2020,"Chevrolet","Perua","Masculino",22,"RR",9826.7652526265
"Gol",2017,"Chevrolet","Crossover","Masculino",41,"MA",12811.9456107495
"Fox",2011,"Chevrolet","Picape","Feminino",53,"RS",18374.8563182773
"Fox",2016,"Volkswagen","Furgão","Feminino",55,"SP",40423.3011478093
"Prisma",2002,"Jeep","SUV","Feminino",59,"MA",1515.74133476242
"Jeep Renegade",2004,"Toyota","Furgão","Masculino",41,"MG",75936.7218325147
"HB20",2012,"Ford","Crossover","Masculino",18,"PI",292684.946178063
"Gol",2014,"Volkswagen","Crossover","Feminino",50,"MA",32616.5370722767
"Creta",2001,"Honda","Picape","Masculino",45,"PB",91248.7133095739
"Jeep Renegade",2008,"Volkswagen","Hatch","Masculino",22,"TO",92692.2312375158
"Fox",2008,"Honda","SUV","Feminino",42,"PB",72410.4908044683
"Prisma",2011,"Volkswagen","Esportivo","Feminino",38,"RO",191662.591982912
"Prisma",2018,"Ford","Hatch","Masculino",59,"AP",34132.798966975
"Ka",2001,"Jeep","SUV","Masculino",25,"TO",193619.016466057
"HB20",2020,"Ford","Minivan","Masculino",25,"AC",294056.075744983
"HB20",2002,"Jeep","Furgão","Feminino",28,"MG",48340.145862638
"Corolla",2011,"Hyundai","SUV","Feminino",24,"MT",271279.198160162
"Prisma",2011,"Volkswagen","Hatch","Masculino",53,"RJ",35313.4686597856
"Civic",2007,"Toyota","Esportivo","Feminino",27,"AP",196147.054922581
"Gol",2004,"Toyota","Sedan","Feminino",62,"AM",5404.01672215667
"Prisma",2021,"Jeep","Furgão","Masculino",43,"BA",74410.5769631453
"Jeep Renegade",2012,"Ford","Esportivo","Masculino",57,"PI",25782.9230486182
"Onix",2017,"Chevrolet","SUV","Masculino",43,"RR",33320.7522954326
"HB20",2012,"Volkswagen","Minivan","Masculino",53,"GO",3074.0081773838
"Jeep Renegade",2000,"Volkswagen","Crossover","Feminino",36,"MT",139224.496669113
"Fox",2020,"Jeep","Crossover","Feminino",51,"SP",16181.1522706179
"Creta",2019,"Toyota","Perua","Masculino",55,"AC",49656.0508626979
"Prisma",2001,"Toyota","Perua","Masculino",63,"RS",2828.63604356535
"Creta",2023,"Toyota","Hatch","Feminino",27,"MT",156684.588089422
"HB20",2013,"Jeep","Minivan","Masculino",29,"RN",36919.2768553272
"Creta",2002,"Honda","Perua","Feminino",22,"PR",110715.411952743
"Jeep Renegade",2006,"Ford","Minivan","Masculino",49,"PA",94282.1612297557
"Onix",2012,"Volkswagen","Minivan","Feminino",57,"AP",6670.5371476477
"Gol",2006,"Jeep","Furgão","Feminino",41,"RJ",97567.7219837671
"HB20",2015,"Ford","SUV","Masculino",60,"RN",41819.9293647427
"Civic",2012,"Volkswagen","Hatch","Masculino",37,"SC",77592.1797063202
"HB20",2018,"Honda","Minivan","Masculino",50,"RS",77318.7985013472
"HB20",2007,"Jeep","Furgão","Masculino",45,"DF",74785.8731142478
"Civic",2009,"Jeep","Picape","Masculino",21,"GO",143099.108026014
"Jeep Renegade",2009,"Hyundai","SUV","Masculino",46,"RS",20420.088977553
"Prisma",2024,"Honda","Crossover","Masculino",53,"AM",1633.48344061524
"Corolla",2022,"Chevrolet","Esportivo","Masculino",40,"ES",113206.225224584
"Prisma",2012,"Ford","Furgão","Masculino",22,"DF",154400.266466173
"Gol",2005,"Toyota","SUV","Feminino",19,"CE",35531.2299076701
"HB20",2011,"Volkswagen","Furgão","Feminino",62,"PR",7431.99508355465
"Creta",2017,"Jeep","Sedan","Masculino",23,"AP",275587.305073394
"Creta",2013,"Ford","Hatch","Feminino",24,"PA",75153.6219415488
"Fox",2020,"Ford","Hatch","Feminino",45,"RR",25994.6559694596
"Gol",2016,"Honda","Hatch","Masculino",44,"PI",41183.0257708905
"Creta",2019,"Ford","Crossover","Masculino",44,"MS",60264.9014713941
"HB20",2020,"Chevrolet","Picape","Feminino",25,"MT",51367.3915899592
"Corolla",2009,"Chevrolet","SUV","Masculino",65,"RS",35165.3982489835
"Fox",2020,"Jeep","Picape","Masculino",22,"CE",51844.5892863907
"Onix",2006,"Volkswagen","Esportivo","Masculino",18,"AP",32427.1761799464
"Civic",2006,"Toyota","Sedan","Feminino",19,"RS",235222.418883001
"Gol",2009,"Ford","Perua","Masculino",32,"MT",143789.364509075
"Ka",2010,"Volkswagen","Minivan","Feminino",57,"PI",22377.1964926738
"Jeep Renegade",2009,"Chevrolet","SUV","Feminino",19,"AL",253393.752658926
"Ka",2006,"Jeep","Minivan","Feminino",40,"RS",145787.130769622
"Jeep Renegade",2018,"Chevrolet","SUV","Masculino",64,"BA",2593.16873808857
"Ka",2023,"Ford","Furgão","Feminino",39,"RR",32375.6504687015
"Onix",2023,"Chevrolet","Picape","Feminino",41,"SC",98621.8469912885
"Fox",2008,"Ford","Esportivo","Feminino",47,"MG",62205.7212972315
"Jeep Renegade",2006,"Ford","Picape","Feminino",26,"PR",46665.9492107341
"Fox",2001,"Jeep","Sedan","Feminino",45,"AM",30751.3329484966
"Jeep Renegade",2013,"Ford","Minivan","Masculino",36,"CE",124395.422148448
"Prisma",2010,"Volkswagen","Perua","Masculino",47,"RR",71783.0832355423
"Corolla",2001,"Ford","SUV","Masculino",21,"ES",107184.109908761
"HB20",2007,"Ford","Perua","Feminino",31,"AM",190650.314181182
"Prisma",2008,"Jeep","SUV","Masculino",32,"TO",65957.031943812
"Gol",2015,"Ford","Esportivo","Masculino",38,"RS",119039.134020545
"Creta",2014,"Jeep","Perua","Feminino",65,"PI",15930.946598528
"Ka",2022,"Hyundai","Hatch","Feminino",35,"RR",24812.1981790056
"Ka",2010,"Toyota","Crossover","Masculino",52,"GO",46390.2431843337
"Fox",2006,"Jeep","Furgão","Feminino",31,"MS",115371.120455582
"Creta",2023,"Toyota","Picape","Masculino",39,"BA",132253.707021219
"Corolla",2011,"Honda","Crossover","Feminino",24,"PE",191039.13170232
"Onix",2024,"Honda","Picape","Masculino",28,"PE",169817.807619204
"Jeep Renegade",2004,"Ford","Perua","Masculino",24,"RO",129360.498279333
"Creta",2021,"Toyota","Perua","Feminino",23,"RJ",284125.692950911
"Gol",2005,"Chevrolet","SUV","Masculino",40,"PA",157990.915430384
"Jeep Renegade",2016,"Chevrolet","SUV","Feminino",28,"PR",184143.458551983
"Prisma",2009,"Chevrolet","Picape","Feminino",32,"SP",73590.7272789162
"Creta",2012,"Chevrolet","Esportivo","Masculino",48,"SC",1148.57263714075
"Corolla",2009,"Hyundai","Hatch","Masculino",49,"SE",45346.6632281663
"Fox",2012,"Jeep","Esportivo","Masculino",42,"BA",62817.2309475485
"HB20",2001,"Volkswagen","Minivan","Feminino",26,"BA",153782.669823314
"Creta",2015,"Volkswagen","SUV","Masculino",40,"PA",160146.146316687
"Onix",2015,"Hyundai","Sedan","Masculino",43,"AP",80647.7709622355
"Creta",2002,"Honda","Crossover","Masculino",29,"MG",6340.81677042414
"Jeep Renegade",2023,"Honda","Hatch","Feminino",55,"CE",46851.3603562955
"Civic",2000,"Toyota","Hatch","Masculino",51,"RJ",2892.75693763047
"Jeep Renegade",2000,"Chevrolet","Hatch","Masculino",52,"MG",10877.1189848427
"Jeep Renegade",2022,"Hyundai","Sedan","Masculino",37,"TO",108524.30007162
"Jeep Renegade",2008,"Volkswagen","Minivan","Feminino",41,"PB",37106.1335684732
"HB20",2018,"Toyota","Furgão","Feminino",44,"SE",51552.7696484467
"Gol",2015,"Volkswagen","Furgão","Masculino",33,"CE",187780.252376036
"HB20",2016,"Ford","Perua","Feminino",21,"MA",5833.69609764777
"Civic",2007,"Honda","Crossover","Feminino",54,"RO",31142.8753352724
"Corolla",2001,"Volkswagen","Crossover","Masculino",53,"PB",7344.59652255755
"Jeep Renegade",2011,"Volkswagen","Sedan","Masculino",48,"MT",54674.216313893
"Civic",2011,"Toyota","Furgão","Feminino",64,"AC",18418.5745879076
"Creta",2017,"Toyota","SUV","Feminino",60,"PA",10161.0415213974
"Jeep Renegade",2006,"Volkswagen","Hatch","Masculino",47,"DF",67052.3818210699
"Gol",2011,"Hyundai","Perua","Feminino",37,"RN",27046.8958101701
"Gol",2013,"Toyota","SUV","Masculino",61,"AC",13969.9534698855
"Gol",2008,"Chevrolet","Esportivo","Masculino",36,"MS",17859.1701563913
"Creta",2010,"Toyota","Picape","Masculino",65,"PR",40426.2402511435
"Prisma",2009,"Volkswagen","Furgão","Feminino",60,"CE",18287.8256789409
"Civic",2014,"Hyundai","Furgão","Feminino",64,"AL",40515.8520122292
"Creta",2008,"Toyota","Minivan","Feminino",35,"PI",55942.5884909695
"Onix",2021,"Ford","Sedan","Masculino",38,"PI",167353.958328418
"Gol",2021,"Toyota","Picape","Masculino",22,"BA",42562.7244800795
"Ka",2024,"Hyundai","SUV","Masculino",59,"SC",10830.3019805113
"Fox",2017,"Chevrolet","Furgão","Masculino",65,"PR",13630.7045419235
"Corolla",2017,"Hyundai","Esportivo","Masculino",42,"SP",83229.1830453789
"Gol",2007,"Ford","Furgão","Masculino",39,"RN",190293.862915109
"Ka",2017,"Honda","Furgão","Feminino",29,"PB",153364.744570665
"Corolla",2023,"Honda","Minivan","Masculino",50,"DF",18883.8542288635
"Creta",2024,"Toyota","Hatch","Masculino",33,"RN",144819.172477606
"Jeep Renegade",2007,"Ford","Furgão","Masculino",21,"CE",296365.624026186
"Ka",2019,"Chevrolet","Hatch","Masculino",40,"DF",197367.923031677
"Corolla",2021,"Honda","Minivan","Masculino",49,"PR",39578.0813445104
"Onix",2019,"Chevrolet","Hatch","Feminino",22,"PB",79593.991274829
"Ka",2013,"Hyundai","Minivan","Feminino",32,"MA",72668.2484857971
"Gol",2015,"Hyundai","Perua","Feminino",59,"PB",1149.71173685044
"Fox",2008,"Jeep","SUV","Masculino",43,"PE",83467.2822701279
"Prisma",2012,"Toyota","Hatch","Feminino",43,"SP",46153.2806019764
"HB20",2020,"Toyota","Sedan","Masculino",43,"SE",20353.3595263958
"Creta",2012,"Jeep","Esportivo","Feminino",52,"RJ",24783.3597990917
"Corolla",2006,"Honda","Esportivo","Feminino",65,"DF",5342.89353042841
"Ka",2005,"Jeep","Perua","Feminino",37,"AP",80509.5463148085
"Corolla",2005,"Honda","Minivan","Feminino",25,"PE",134945.808831858
"Gol",2003,"Ford","Picape","Feminino",23,"BA",43717.4396222457
"Ka",2004,"Hyundai","Sedan","Masculino",29,"SC",118430.702165538
"Corolla",2008,"Hyundai","Picape","Feminino",47,"RO",86256.3302954193
"Creta",2021,"Volkswagen","Picape","Feminino",57,"AM",25157.1681253146
"Ka",2013,"Hyundai","Perua","Feminino",34,"CE",196778.283810453
"Creta",2010,"Volkswagen","Hatch","Masculino",40,"ES",78328.6151679466
"Corolla",2017,"Volkswagen","Sedan","Masculino",55,"GO",12749.9329730403
"Jeep Renegade",2021,"Ford","Picape","Masculino",42,"PI",39966.3592076395
"HB20",2021,"Volkswagen","Esportivo","Feminino",48,"RN",85397.9004914407
"Corolla",2021,"Jeep","Esportivo","Feminino",63,"RS",20819.5901038591
"Onix",2014,"Chevrolet","Hatch","Feminino",34,"RS",148146.139272884
"Prisma",2017,"Jeep","SUV","Masculino",49,"PE",53372.2571555758
"Creta",2006,"Jeep","Minivan","Feminino",44,"DF",47635.6267305324
"Corolla",2013,"Volkswagen","Furgão","Feminino",48,"RO",21124.8841132503
"Prisma",2023,"Chevrolet","SUV","Feminino",61,"MA",24901.4742817031
"Gol",2011,"Jeep","Hatch","Feminino",22,"PI",264419.345352519
"HB20",2002,"Honda","Minivan","Feminino",23,"GO",59172.5619862787
"Civic",2003,"Honda","Crossover","Feminino",34,"MT",18109.9948478164
"Ka",2000,"Hyundai","Crossover","Feminino",21,"PI",14468.5112131527
"HB20",2008,"Hyundai","Minivan","Masculino",52,"DF",15731.0847020242
"Creta",2000,"Volkswagen","SUV","Masculino",47,"DF",60377.3418519646
"Ka",2021,"Jeep","Perua","Masculino",51,"SC",48120.1801561983
"Creta",2020,"Toyota","Perua","Feminino",57,"RN",38161.6677569225
"Ka",2014,"Volkswagen","SUV","Feminino",35,"DF",12731.9718015613
"Corolla",2009,"Chevrolet","Furgão","Masculino",47,"MG",60679.562940984
"HB20",2023,"Chevrolet","Furgão","Feminino",65,"ES",48971.1999329505
"Prisma",2009,"Chevrolet","Picape","Masculino",45,"MT",31668.2821536902
"Ka",2016,"Volkswagen","Perua","Masculino",56,"AL",28514.4197671907
"Corolla",2006,"Hyundai","SUV","Masculino",38,"RO",137635.297912988
"Creta",2017,"Hyundai","Sedan","Feminino",28,"PB",86482.7569833258
"Ka",2004,"Volkswagen","Minivan","Feminino",20,"MT",25585.0104821613
"Fox",2004,"Ford","Furgão","Feminino",51,"AM",33636.9230397977
"Corolla",2020,"Ford","SUV","Feminino",54,"RN",42417.563732923
"Prisma",2020,"Toyota","Hatch","Masculino",47,"AP",68186.3321311539
"Prisma",2006,"Volkswagen","Sedan","Masculino",29,"AM",138655.684154411
"Prisma",2019,"Toyota","Sedan","Feminino",57,"PB",25625.7312008413
"Jeep Renegade",2013,"Honda","SUV","Feminino",52,"PI",26460.0037320983
"Civic",2011,"Toyota","Hatch","Masculino",54,"GO",46623.8812497351
"Jeep Renegade",2003,"Honda","Furgão","Feminino",31,"RS",146705.832437472
"Gol",2013,"Hyundai","Sedan","Feminino",41,"PR",60613.4972949279
"Jeep Renegade",2013,"Volkswagen","Minivan","Masculino",63,"AP",2201.26064491924
"Civic",2008,"Hyundai","SUV","Feminino",52,"RN",22303.9171438199
"Jeep Renegade",2012,"Jeep","Esportivo","Feminino",31,"RJ",11544.6253246861
"Prisma",2006,"Ford","Sedan","Feminino",45,"SP",25944.131431682
"Corolla",2001,"Honda","Crossover","Masculino",27,"PR",156890.084487852
"Creta",2002,"Toyota","Hatch","Feminino",53,"GO",12696.0205945652
"Onix",2010,"Hyundai","Perua","Feminino",55,"PR",34507.201186684
"Onix",2015,"Chevrolet","Furgão","Masculino",38,"AC",166215.292386804
"Creta",2017,"Jeep","Esportivo","Feminino",58,"PB",20495.4387275502
"Corolla",2010,"Hyundai","Perua","Masculino",41,"TO",32660.4871168267
"Jeep Renegade",2019,"Hyundai","Hatch","Masculino",46,"PB",64509.5279793488
"Fox",2017,"Toyota","Picape","Feminino",28,"ES",116662.160563772
"Corolla",2012,"Chevrolet","Perua","Feminino",26,"MA",69558.1561470171
"Gol",2016,"Ford","Minivan","Masculino",65,"MG",14318.0583572714
"Creta",2019,"Ford","SUV","Masculino",59,"RN",9584.71825891174
"HB20",2000,"Jeep","Crossover","Feminino",59,"ES",11466.7510945117
"Onix",2021,"Toyota","Crossover","Feminino",37,"MS",35080.1000585314
"Fox",2018,"Chevrolet","Furgão","Masculino",48,"BA",82505.4249413544
"Civic",2000,"Jeep","Furgão","Masculino",37,"RJ",117618.451730348
"Jeep Renegade",2018,"Ford","Sedan","Masculino",44,"BA",23263.4323417209
"Civic",2000,"Toyota","Esportivo","Masculino",19,"RO",183124.169928068
"Corolla",2022,"Volkswagen","Sedan","Feminino",33,"PB",155250.118954899
"Creta",2013,"Chevrolet","Perua","Feminino",65,"RR",34149.7416813392
"Ka",2023,"Chevrolet","Esportivo","Feminino",57,"PI",30519.6988375159
"Creta",2014,"Jeep","Minivan","Feminino",65,"SP",22962.3162708478
"Prisma",2009,"Hyundai","Crossover","Masculino",48,"SP",8112.04769175965
"Prisma",2005,"Hyundai","Esportivo","Feminino",41,"AC",57597.4157381337
"Creta",2013,"Honda","Esportivo","Masculino",59,"GO",40856.5019238507
"HB20",2008,"Toyota","SUV","Feminino",32,"PI",136174.735066388
"Onix",2001,"Jeep","Picape","Feminino",57,"MS",37042.2494006576
"Civic",2014,"Honda","SUV","Feminino",36,"RO",89097.0776269445
"Jeep Renegade",2005,"Volkswagen","Sedan","Masculino",44,"CE",62349.8525912873
"Creta",2024,"Hyundai","Picape","Masculino",56,"PB",48042.0865127817
"HB20",2001,"Ford","Hatch","Feminino",53,"PE",23376.4488226501
"Corolla",2021,"Honda","Minivan","Masculino",55,"PR",6118.69956636801
"Corolla",2004,"Jeep","SUV","Masculino",59,"SC",22354.3015591567
"Fox",2011,"Volkswagen","Picape","Feminino",41,"AP",93288.7020566035
"Creta",2020,"Hyundai","Perua","Masculino",20,"PA",136970.723959431
"Corolla",2010,"Ford","Perua","Feminino",18,"PR",121743.075278588
"Onix",2009,"Toyota","Furgão","Masculino",48,"GO",68855.2415628918
"Gol",2010,"Ford","Perua","Masculino",41,"SE",86325.7188203745
"Prisma",2003,"Volkswagen","Hatch","Masculino",22,"PI",30117.0593366493
"Creta",2018,"Jeep","Hatch","Feminino",37,"RR",40099.8956343392
"Prisma",2015,"Jeep","Furgão","Feminino",36,"SC",31216.6431022342
"Jeep Renegade",2012,"Toyota","Perua","Masculino",62,"SE",10826.348110009
"Creta",2013,"Toyota","Sedan","Feminino",52,"MG",29951.9472066313
"Prisma",2011,"Toyota","Esportivo","Feminino",42,"PE",51286.2645515706
"HB20",2010,"Volkswagen","Picape","Feminino",60,"CE",48227.2116279928
"Onix",2020,"Hyundai","Picape","Masculino",18,"RJ",213847.075958177
"Fox",2018,"Volkswagen","Picape","Masculino",31,"SE",124394.895299105
"Onix",2002,"Toyota","Crossover","Feminino",21,"PR",3134.83015594538
"Ka",2006,"Jeep","Hatch","Masculino",40,"BA",127927.006794955
"Ka",2006,"Hyundai","Esportivo","Masculino",52,"SC",13646.7260924634
"Prisma",2021,"Ford","Minivan","Masculino",56,"PA",42343.557034363
"Creta",2011,"Hyundai","Hatch","Masculino",31,"ES",113674.624559982
"HB20",2001,"Jeep","Picape","Feminino",22,"MS",51304.2734520044
"Prisma",2012,"Jeep","SUV","Masculino",35,"GO",123465.712300432
"Jeep Renegade",2014,"Ford","Perua","Masculino",60,"GO",19477.1597272484
"Civic",2020,"Ford","SUV","Feminino",31,"SE",149312.874506996
"HB20",2014,"Ford","Perua","Feminino",52,"BA",36103.382856911
"Onix",2002,"Hyundai","Picape","Masculino",55,"SE",17413.81655531
"Ka",2016,"Hyundai","Esportivo","Feminino",43,"AM",98540.698535461
"Corolla",2018,"Volkswagen","Sedan","Masculino",50,"AL",58418.2987469016
"Ka",2011,"Toyota","SUV","Feminino",25,"ES",251171.872005332
"Civic",2017,"Chevrolet","Furgão","Feminino",25,"RJ",171917.712036031
"Ka",2002,"Jeep","Hatch","Feminino",38,"TO",93372.1625657752
"Creta",2004,"Volkswagen","Perua","Feminino",35,"AL",102203.125195927
"Prisma",2013,"Hyundai","Hatch","Feminino",29,"PA",65426.4919581823
